dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/foot_50.pickle,430,"[2.6112804e-07 1.3909765e-07 4.5784552e-07 ... 3.6850710e-07 9.7906067e-08
 1.8844899e-07]",0.8401,29.2115,21.1411,2025-05-09 10:19:17
data/ct_data/foot_50.pickle,440,"[3.4443721e-07 3.5671695e-07 4.6600744e-07 ... 3.5038204e-07 1.4218939e-07
 2.5820597e-07]",0.8404,29.1897,21.1654,2025-05-09 10:19:51
data/ct_data/foot_50.pickle,450,"[7.3486268e-07 5.2405835e-07 5.8558214e-07 ... 1.3184891e-07 1.8788718e-07
 4.5158777e-07]",0.8409,29.2255,21.0664,2025-05-09 10:20:26
data/ct_data/foot_50.pickle,460,"[5.6274405e-07 3.2223318e-07 4.5775997e-07 ... 4.9910625e-07 6.0040907e-07
 1.6033962e-07]",0.84,29.2012,21.1236,2025-05-09 10:21:03
data/ct_data/foot_50.pickle,470,"[3.9967449e-07 3.8708632e-07 2.8293326e-07 ... 2.6108816e-07 4.7090307e-07
 7.7031706e-07]",0.8412,29.2511,21.0679,2025-05-09 10:21:37
data/ct_data/foot_50.pickle,480,"[1.4269023e-07 1.2433977e-06 2.6709810e-07 ... 4.3725859e-07 9.9497061e-07
 9.1748996e-07]",0.8411,29.2035,21.0815,2025-05-09 10:22:11
data/ct_data/foot_50.pickle,490,"[2.1490727e-07 3.4075688e-07 1.3982230e-07 ... 2.8699660e-07 9.2225525e-07
 7.3934439e-07]",0.8406,29.2066,21.1191,2025-05-09 10:22:47
data/ct_data/foot_50.pickle,500,"[7.9523602e-07 2.2556002e-07 3.0227949e-07 ... 4.2212790e-07 2.1861928e-07
 1.8601615e-07]",0.8416,29.2264,21.055,2025-05-09 10:23:21
data/ct_data/foot_50.pickle,510,"[1.2720702e-07 4.7286582e-07 1.3582013e-06 ... 3.3343866e-07 2.2334589e-07
 5.5510480e-07]",0.8423,29.2707,20.9951,2025-05-09 10:23:55
data/ct_data/foot_50.pickle,520,"[5.2642918e-07 2.7124233e-07 2.6422990e-07 ... 3.4627672e-07 2.1097229e-07
 6.8807014e-07]",0.8425,29.2849,20.9804,2025-05-09 10:24:33
data/ct_data/foot_50.pickle,530,"[2.2966185e-07 2.0419610e-07 5.4051054e-07 ... 2.4466851e-07 3.8013042e-07
 1.3152744e-07]",0.8424,29.2368,21.0088,2025-05-09 10:25:09
data/ct_data/foot_50.pickle,540,"[2.9219285e-07 2.0082794e-07 3.2021072e-07 ... 3.6610942e-07 1.9789567e-07
 2.8638294e-07]",0.8422,29.25,21.0367,2025-05-09 10:25:46
data/ct_data/foot_50.pickle,550,"[1.2572713e-07 1.4305155e-07 3.8991959e-07 ... 3.1033767e-07 6.3641630e-07
 1.6357443e-07]",0.8424,29.2325,21.049,2025-05-09 10:26:22
data/ct_data/foot_50.pickle,560,"[2.1124120e-07 6.4331215e-07 2.1170203e-07 ... 2.9507126e-07 3.1007454e-07
 3.3760767e-07]",0.8434,29.2982,20.9577,2025-05-09 10:26:57
data/ct_data/foot_50.pickle,570,"[3.3242378e-07 1.8864836e-07 6.1736597e-07 ... 3.8331058e-07 3.9225301e-07
 2.6043080e-07]",0.8432,29.3014,20.947,2025-05-09 10:27:32
data/ct_data/foot_50.pickle,580,"[4.9171302e-07 2.6659026e-07 2.9458852e-07 ... 4.0036156e-07 7.4967778e-07
 6.5803869e-07]",0.8428,29.2793,20.9601,2025-05-09 10:28:08
data/ct_data/foot_50.pickle,590,"[5.6630563e-07 2.7031697e-07 1.1656923e-07 ... 4.3053456e-07 2.3215370e-07
 3.4303000e-07]",0.8422,29.2788,21.0201,2025-05-09 10:28:44
data/ct_data/foot_50.pickle,600,"[3.6833703e-07 3.3183099e-07 1.4925001e-07 ... 9.1527411e-08 3.6268156e-07
 1.3209755e-07]",0.8426,29.2774,20.9909,2025-05-09 10:29:19
data/ct_data/foot_50.pickle,610,"[3.2514970e-07 3.7804833e-07 3.6020509e-07 ... 1.0329579e-06 1.7371583e-07
 2.6909052e-07]",0.843,29.2841,21.013,2025-05-09 10:29:55
data/ct_data/foot_50.pickle,620,"[2.5833583e-07 2.4372014e-07 1.9983855e-07 ... 6.3203413e-07 4.0671196e-07
 4.9034793e-07]",0.8434,29.2909,20.9986,2025-05-09 10:30:32
data/ct_data/foot_50.pickle,630,"[4.0323283e-07 5.7614244e-07 3.2009768e-07 ... 5.3809498e-07 8.0943732e-07
 4.4132739e-07]",0.8433,29.3095,20.9362,2025-05-09 10:31:06
data/ct_data/foot_50.pickle,640,"[2.6639464e-07 1.5267270e-07 2.5974543e-07 ... 2.3365730e-07 2.0933514e-07
 4.5636213e-07]",0.8439,29.2644,20.96,2025-05-09 10:31:41
data/ct_data/foot_50.pickle,650,"[4.7340546e-07 2.8050380e-07 4.2536664e-07 ... 4.9962631e-07 1.0210238e-07
 4.6599868e-07]",0.8437,29.3109,20.9865,2025-05-09 10:32:16
data/ct_data/foot_50.pickle,660,"[2.0217604e-07 3.1199554e-07 3.3428293e-07 ... 3.2571151e-07 2.4580922e-07
 1.6956865e-07]",0.8436,29.3293,20.9504,2025-05-09 10:32:50
data/ct_data/foot_50.pickle,670,"[4.7268995e-07 6.6871604e-07 5.5891525e-07 ... 2.8415224e-07 1.3863236e-07
 6.7430710e-07]",0.8429,29.297,21.0166,2025-05-09 10:33:24
data/ct_data/foot_50.pickle,680,"[6.9707670e-07 2.3913654e-07 2.1242133e-07 ... 2.2108496e-07 5.0417111e-07
 1.5450925e-07]",0.844,29.3361,20.9397,2025-05-09 10:33:59
data/ct_data/foot_50.pickle,690,"[6.3764651e-07 1.4752504e-07 4.3832964e-07 ... 1.7771819e-07 5.8163653e-07
 4.9282727e-07]",0.8445,29.3252,20.9227,2025-05-09 10:34:36
data/ct_data/foot_50.pickle,700,"[2.3218745e-07 3.0936445e-07 3.4126876e-07 ... 1.4727863e-07 2.1908528e-07
 1.0085386e-06]",0.8445,29.3101,20.9142,2025-05-09 10:35:13
data/ct_data/foot_50.pickle,710,"[3.9190655e-07 6.3651800e-07 4.0897194e-07 ... 1.2987607e-07 1.9609355e-07
 1.9436280e-07]",0.8435,29.3329,20.9633,2025-05-09 10:35:48
