dataset,epoch,loss,ssim,psnr,mse,timestamp
dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/jaw_50.pickle,40,"[2.0054320e-06 1.9733750e-06 1.7869974e-06 ... 1.7193684e-06 1.6261484e-06
 2.1122617e-06]",0.607,26.794,50.914,2025-05-02 13:28:55
data/ct_data/jaw_50.pickle,41,"[2.6478449e-06 2.1877684e-06 1.7316363e-06 ... 1.7719437e-06 1.3956837e-06
 2.7724093e-06]",0.611,27.047,51.673,2025-05-02 13:29:07
data/ct_data/jaw_50.pickle,42,"[1.1648680e-06 2.2544925e-06 1.9511021e-06 ... 1.1946833e-06 1.8510489e-06
 3.1524596e-06]",0.614,27.093,49.394,2025-05-02 13:29:14
data/ct_data/jaw_50.pickle,43,"[1.6385612e-06 1.4048317e-06 1.3911912e-06 ... 1.9753099e-06 1.4887833e-06
 1.2897577e-06]",0.617,27.282,50.229,2025-05-02 13:29:21
data/ct_data/jaw_50.pickle,44,"[1.3411743e-06 1.1973086e-06 1.6220449e-06 ... 1.7936675e-06 1.2940062e-06
 1.5437882e-06]",0.62,27.333,48.186,2025-05-02 13:29:28
data/ct_data/jaw_50.pickle,45,"[6.3870402e-07 1.0820047e-06 1.6700883e-06 ... 2.4329663e-06 1.9800045e-06
 1.2555776e-06]",0.621,27.456,49.256,2025-05-02 13:29:35
data/ct_data/jaw_50.pickle,46,"[1.5922728e-06 1.2603580e-06 1.7484501e-06 ... 1.2464278e-06 1.7155331e-06
 1.2675445e-06]",0.626,27.532,47.103,2025-05-02 13:29:42
data/ct_data/jaw_50.pickle,47,"[1.0272287e-06 1.9533272e-06 9.5991504e-07 ... 1.2934302e-06 1.1242213e-06
 1.1576286e-06]",0.628,27.676,47.924,2025-05-02 13:29:49
data/ct_data/jaw_50.pickle,48,"[1.4010629e-06 8.1381637e-07 1.3464229e-06 ... 6.9630340e-07 1.2136130e-06
 1.4984945e-06]",0.632,27.715,46.087,2025-05-02 13:29:56
data/ct_data/jaw_50.pickle,49,"[1.3648674e-06 1.8725686e-06 1.1424876e-06 ... 1.4688782e-06 1.2155533e-06
 1.2495990e-06]",0.633,27.825,47.147,2025-05-02 13:30:03
data/ct_data/jaw_50.pickle,50,"[8.2361248e-07 1.5154566e-06 1.4424580e-06 ... 9.1560071e-07 5.8261048e-07
 1.8555527e-06]",0.636,27.823,45.609,2025-05-02 13:30:10
data/ct_data/jaw_50.pickle,51,"[8.7363219e-07 1.2006861e-06 1.2530654e-06 ... 1.6326926e-06 8.6860643e-07
 1.3766843e-06]",0.639,27.965,46.398,2025-05-02 13:30:22
data/ct_data/jaw_50.pickle,52,"[1.4233801e-06 6.9096757e-07 8.6338690e-07 ... 8.4234205e-07 1.3798772e-06
 8.6537227e-07]",0.64,27.915,45.145,2025-05-02 13:30:29
data/ct_data/jaw_50.pickle,53,"[1.1964711e-06 1.0800694e-06 7.1802839e-07 ... 1.7218061e-06 1.3297146e-06
 1.4081417e-06]",0.643,28.04,46.025,2025-05-02 13:30:36
data/ct_data/jaw_50.pickle,54,"[8.3652327e-07 9.1407315e-07 1.0043256e-06 ... 1.0053978e-06 7.8121246e-07
 1.3979774e-06]",0.645,28.012,44.55,2025-05-02 13:30:43
