dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/chest_50.pickle,30,"[1.0016352e-06 2.2391654e-07 1.4287522e-06 ... 8.1440089e-07 7.3123249e-07
 5.8022357e-07]",0.6936,22.1011,67.5204,2025-05-05 15:37:50
data/ct_data/chest_50.pickle,31,"[1.2490591e-06 6.3427154e-07 1.0089394e-06 ... 1.2695449e-06 8.3421799e-07
 8.2487929e-07]",0.6798,21.77,68.8794,2025-05-05 15:38:22
data/ct_data/chest_50.pickle,32,"[8.9531153e-07 8.0093292e-07 5.3141923e-07 ... 1.1712476e-06 8.2093300e-07
 6.6210617e-07]",0.6944,22.1486,67.0248,2025-05-05 15:38:51
data/ct_data/chest_50.pickle,33,"[1.3399003e-06 8.7273474e-07 9.6675478e-07 ... 1.0017875e-06 1.0211514e-06
 1.0069158e-06]",0.6808,21.8047,68.74,2025-05-05 15:39:21
data/ct_data/chest_50.pickle,34,"[7.6574054e-07 1.0530250e-06 1.1811595e-06 ... 1.6085573e-06 1.1847624e-06
 7.8527023e-07]",0.6952,22.2995,65.9445,2025-05-05 15:39:50
data/ct_data/chest_50.pickle,35,"[1.4303495e-06 5.3102866e-07 7.0656989e-07 ... 1.2014182e-06 1.5708970e-06
 2.5420213e-06]",0.686,21.7108,69.1842,2025-05-05 15:40:20
data/ct_data/chest_50.pickle,36,"[9.7286238e-07 1.2588889e-06 8.2531682e-07 ... 9.6084989e-07 9.2980690e-07
 1.4596152e-06]",0.6995,22.4182,66.084,2025-05-05 15:40:49
data/ct_data/chest_50.pickle,37,"[2.4894489e-06 1.0257427e-06 1.0563127e-06 ... 1.0369146e-06 1.7741467e-06
 1.6234302e-06]",0.6941,22.0861,68.3017,2025-05-05 15:41:19
data/ct_data/chest_50.pickle,38,"[7.9029093e-07 8.7598397e-07 5.0726578e-07 ... 7.0999448e-07 8.3565129e-07
 1.0849491e-06]",0.7061,22.7189,65.7071,2025-05-05 15:41:48
data/ct_data/chest_50.pickle,39,"[7.4559102e-07 4.6016376e-07 1.2766756e-06 ... 8.3999754e-07 6.9792077e-07
 1.0409267e-06]",0.7046,22.5143,67.3841,2025-05-05 15:42:18
data/ct_data/chest_50.pickle,40,"[7.9118018e-07 6.1641583e-07 7.1832386e-07 ... 6.6333325e-07 6.6171771e-07
 5.7527052e-07]",0.7151,23.2247,63.7659,2025-05-05 15:42:47
data/ct_data/chest_50.pickle,41,"[2.8641426e-07 7.5051122e-07 5.4081772e-07 ... 6.2906167e-07 5.3112325e-07
 1.0237053e-06]",0.7147,22.9921,65.942,2025-05-05 15:43:19
data/ct_data/chest_50.pickle,42,"[6.1140128e-07 5.0466241e-07 2.5769535e-07 ... 5.6984226e-07 5.7186099e-07
 3.1119410e-07]",0.7229,23.5402,63.1044,2025-05-05 15:43:48
data/ct_data/chest_50.pickle,43,"[3.6591987e-07 3.5071366e-07 6.8953193e-07 ... 5.6829077e-07 6.3281982e-07
 3.3494524e-07]",0.7229,23.4548,64.1309,2025-05-05 15:44:18
data/ct_data/chest_50.pickle,44,"[2.4453504e-07 8.5858233e-07 4.4290383e-07 ... 4.6610677e-07 7.0489347e-07
 9.5990970e-07]",0.7294,23.8808,61.1318,2025-05-05 15:44:47
data/ct_data/chest_50.pickle,45,"[5.3633249e-07 5.3736989e-07 4.1900938e-07 ... 3.2467216e-07 6.4189936e-07
 4.2573481e-07]",0.7294,23.7079,63.106,2025-05-05 15:45:16
data/ct_data/chest_50.pickle,46,"[8.4849984e-07 4.1116408e-07 4.8128584e-07 ... 4.8912864e-07 7.2955169e-07
 3.1374202e-07]",0.7356,24.074,60.6871,2025-05-05 15:45:46
data/ct_data/chest_50.pickle,47,"[3.1736093e-07 6.1779783e-06 2.9710452e-07 ... 5.6266873e-07 5.2546551e-07
 4.0811884e-07]",0.7368,24.0987,60.7678,2025-05-05 15:46:15
data/ct_data/chest_50.pickle,48,"[2.3270429e-07 4.2728919e-07 4.5495554e-07 ... 4.1232727e-07 2.9306761e-07
 3.2723082e-07]",0.7418,24.3305,59.1558,2025-05-05 15:46:45
data/ct_data/chest_50.pickle,49,"[3.3111195e-07 3.0655272e-07 3.8317245e-07 ... 2.0690283e-07 4.8137957e-07
 3.0088182e-07]",0.7427,24.3792,58.7167,2025-05-05 15:47:14
data/ct_data/chest_50.pickle,50,"[3.2463089e-07 5.0239908e-07 4.6208072e-07 ... 3.9398196e-07 3.7037330e-07
 3.4872627e-07]",0.7464,24.465,58.6992,2025-05-05 15:47:43
data/ct_data/chest_50.pickle,51,"[7.0623804e-07 3.1434720e-07 3.6123865e-07 ... 6.1194442e-07 3.0350108e-07
 3.2008836e-07]",0.7471,24.6493,56.4458,2025-05-05 15:48:15
data/ct_data/chest_50.pickle,52,"[4.1314820e-07 3.6529084e-07 3.6381149e-07 ... 4.8765270e-07 5.6502387e-07
 3.3377080e-07]",0.7498,24.6369,57.6438,2025-05-05 15:48:45
data/ct_data/chest_50.pickle,53,"[1.0006588e-06 3.4705849e-07 2.9635100e-07 ... 3.6598328e-07 3.7826106e-07
 6.1906320e-07]",0.7514,24.8334,54.6386,2025-05-05 15:49:14
data/ct_data/chest_50.pickle,54,"[2.7534540e-07 1.7193703e-07 4.2225790e-07 ... 5.9200215e-07 3.0246389e-07
 4.7354808e-07]",0.7504,24.6871,57.4871,2025-05-05 15:49:44
data/ct_data/chest_50.pickle,55,"[5.1782968e-07 3.5636572e-07 2.8069940e-07 ... 3.0124326e-07 5.4821754e-07
 4.2518002e-07]",0.7518,24.8484,54.3075,2025-05-05 15:50:13
data/ct_data/chest_50.pickle,56,"[3.8578756e-07 3.7214272e-07 4.3192773e-07 ... 6.5344847e-07 5.0338156e-07
 4.3790391e-07]",0.7458,24.5152,58.0014,2025-05-05 15:50:42
data/ct_data/chest_50.pickle,57,"[3.8394913e-07 6.9467353e-07 4.7869287e-07 ... 4.6866052e-07 5.8171810e-07
 7.4126069e-07]",0.744,24.6737,54.3811,2025-05-05 15:51:12
data/ct_data/chest_50.pickle,58,"[8.5668597e-07 6.4429810e-07 4.9228072e-07 ... 5.1396955e-07 6.5929839e-07
 9.0157431e-07]",0.7337,23.9962,59.3886,2025-05-05 15:51:41
data/ct_data/chest_50.pickle,59,"[6.4976558e-07 8.1711022e-07 3.6433747e-07 ... 5.8333706e-07 6.3341793e-07
 5.7329163e-07]",0.7295,24.1083,56.4361,2025-05-05 15:52:11
data/ct_data/chest_50.pickle,60,"[1.6966703e-06 1.2809647e-06 1.4718389e-06 ... 1.0783907e-06 1.1418736e-06
 1.6873088e-06]",0.7231,23.4841,60.9676,2025-05-05 15:52:40
data/ct_data/chest_50.pickle,61,"[1.1202084e-06 1.1699409e-06 1.0671754e-06 ... 5.2222811e-07 7.5043988e-07
 7.3553986e-07]",0.7246,23.7642,58.8763,2025-05-05 15:53:12
data/ct_data/chest_50.pickle,62,"[6.1029675e-07 1.0299893e-06 2.1930236e-06 ... 6.5694576e-07 8.9379103e-07
 8.8341176e-07]",0.7252,23.5518,60.8462,2025-05-05 15:53:41
data/ct_data/chest_50.pickle,63,"[6.2471838e-07 1.0768606e-06 8.8409354e-07 ... 6.9063026e-07 1.1986143e-06
 1.0509405e-06]",0.7323,24.0136,60.0852,2025-05-05 15:54:11
data/ct_data/chest_50.pickle,64,"[8.320560e-07 6.690468e-07 7.330870e-07 ... 6.466314e-07 6.968806e-07
 9.041450e-07]",0.7342,24.1654,58.9683,2025-05-05 15:54:40
data/ct_data/chest_50.pickle,65,"[9.2006206e-07 4.3634543e-07 6.0558034e-07 ... 4.6725086e-07 4.9191135e-07
 9.8663691e-07]",0.7423,24.6056,57.7706,2025-05-05 15:55:09
data/ct_data/chest_50.pickle,66,"[4.7125869e-07 4.0311673e-07 7.1159855e-07 ... 2.6083467e-06 8.0787277e-07
 4.7067937e-07]",0.7458,24.7383,55.9749,2025-05-05 15:55:39
data/ct_data/chest_50.pickle,67,"[2.3555596e-07 5.7143762e-07 3.8808636e-07 ... 5.4189627e-07 2.7551027e-07
 6.5832404e-07]",0.7486,24.8829,56.4926,2025-05-05 15:56:08
data/ct_data/chest_50.pickle,68,"[6.1318957e-07 4.8334988e-07 5.8686726e-07 ... 2.0926946e-07 3.8470142e-07
 5.5319492e-07]",0.7522,25.1026,53.0134,2025-05-05 15:56:38
data/ct_data/chest_50.pickle,69,"[4.8971373e-07 6.1446406e-07 3.3633344e-07 ... 3.5557062e-07 3.2939533e-07
 4.2723710e-07]",0.7531,25.0626,55.3775,2025-05-05 15:57:07
data/ct_data/chest_50.pickle,70,"[3.9696681e-07 5.2746964e-07 3.2309660e-07 ... 3.3936661e-07 1.1803231e-06
 3.9076099e-07]",0.7562,25.2169,52.759,2025-05-05 15:57:37
data/ct_data/chest_50.pickle,71,"[3.6416219e-07 2.6256154e-07 5.4404143e-07 ... 5.7111862e-07 4.7571703e-07
 6.0737750e-07]",0.7573,25.1532,55.137,2025-05-05 15:58:08
data/ct_data/chest_50.pickle,72,"[5.4007307e-07 2.3911221e-07 2.3641111e-07 ... 4.7672060e-07 5.4003414e-07
 4.4761597e-07]",0.7595,25.2944,52.5419,2025-05-05 15:58:38
data/ct_data/chest_50.pickle,73,"[4.2026747e-07 2.2882772e-07 4.4664833e-07 ... 2.4937080e-07 6.0294093e-07
 2.2133510e-07]",0.7602,25.2809,54.138,2025-05-05 15:59:07
data/ct_data/chest_50.pickle,74,"[1.1576298e-06 3.0046377e-07 3.5478624e-07 ... 3.1960394e-07 4.4252920e-07
 2.0398308e-07]",0.7612,25.3261,52.5589,2025-05-05 15:59:36
data/ct_data/chest_50.pickle,75,"[3.6236253e-07 4.2562789e-07 2.4521526e-07 ... 2.6038941e-07 2.9033782e-07
 3.0679942e-07]",0.7624,25.4101,52.7639,2025-05-05 16:00:06
data/ct_data/chest_50.pickle,76,"[1.7458662e-07 5.3829478e-07 6.2094949e-07 ... 3.4521705e-07 5.1248850e-07
 6.2741566e-07]",0.7631,25.3917,51.946,2025-05-05 16:00:35
data/ct_data/chest_50.pickle,77,"[3.7835315e-07 4.9332829e-07 2.9024375e-07 ... 1.5014125e-07 4.4291252e-07
 4.4801982e-07]",0.7645,25.5537,51.574,2025-05-05 16:01:04
data/ct_data/chest_50.pickle,78,"[4.3769879e-07 4.3126209e-07 3.6095025e-07 ... 4.5958396e-07 4.5390829e-07
 4.5081808e-07]",0.7654,25.5123,50.8751,2025-05-05 16:01:34
data/ct_data/chest_50.pickle,79,"[4.1119893e-07 4.1922348e-07 2.8912513e-07 ... 1.9432146e-07 2.9082057e-07
 3.4465839e-07]",0.7656,25.5471,51.7218,2025-05-05 16:02:03
data/ct_data/chest_50.pickle,80,"[4.1017924e-07 5.0136020e-07 4.7963272e-07 ... 5.7927502e-07 3.1217729e-07
 4.9301588e-07]",0.7647,25.4226,51.7349,2025-05-05 16:02:33
data/ct_data/chest_50.pickle,81,"[3.3397490e-07 4.8987636e-07 7.1411671e-07 ... 2.6281634e-07 2.1866144e-07
 3.6775890e-07]",0.7654,25.5872,51.1457,2025-05-05 16:03:04
data/ct_data/chest_50.pickle,82,"[2.9678458e-07 8.7992862e-07 4.4403495e-07 ... 3.6555298e-07 3.9221254e-07
 2.5314475e-07]",0.7653,25.3705,52.467,2025-05-05 16:03:34
data/ct_data/chest_50.pickle,83,"[3.5190794e-07 4.5302758e-07 3.3258576e-07 ... 5.4675581e-07 2.3340770e-07
 6.7972309e-07]",0.7658,25.5841,51.6014,2025-05-05 16:04:03
data/ct_data/chest_50.pickle,84,"[4.1057993e-07 4.2047296e-07 7.3028372e-07 ... 4.7546729e-07 5.0203175e-07
 6.4829908e-07]",0.767,25.5604,49.9843,2025-05-05 16:04:32
data/ct_data/chest_50.pickle,85,"[4.9271398e-07 4.1384857e-07 6.2106398e-07 ... 4.6907758e-07 4.3969695e-07
 4.6123520e-07]",0.7672,25.5313,52.9482,2025-05-05 16:05:02
data/ct_data/chest_50.pickle,86,"[5.5009895e-07 5.3977828e-07 4.1531067e-07 ... 5.8052393e-07 6.0735130e-07
 4.2742883e-07]",0.769,25.6254,49.818,2025-05-05 16:05:31
data/ct_data/chest_50.pickle,87,"[5.8383966e-07 2.8647329e-07 3.9188012e-07 ... 5.4279417e-07 6.5619059e-07
 4.7047263e-07]",0.7703,25.7238,51.4417,2025-05-05 16:06:00
data/ct_data/chest_50.pickle,88,"[2.9470374e-07 6.7534523e-07 6.4683297e-07 ... 2.2622667e-07 4.5956492e-07
 1.7756203e-07]",0.7726,25.774,49.1951,2025-05-05 16:06:30
data/ct_data/chest_50.pickle,89,"[3.8799632e-07 7.5479022e-07 7.8133485e-07 ... 2.2349853e-07 7.3416390e-07
 4.5919430e-07]",0.7743,25.8673,50.8194,2025-05-05 16:06:59
data/ct_data/chest_50.pickle,90,"[2.5798354e-07 3.3203915e-07 3.8572773e-07 ... 2.5527112e-07 3.1878236e-07
 1.8857826e-07]",0.7761,25.9922,47.4299,2025-05-05 16:07:29
data/ct_data/chest_50.pickle,91,"[3.4241501e-07 5.0399996e-07 4.2027514e-07 ... 5.9158333e-07 3.5487756e-07
 5.0122168e-07]",0.7776,26.0854,48.293,2025-05-05 16:08:00
data/ct_data/chest_50.pickle,92,"[2.1548151e-07 4.3036914e-07 5.0127926e-07 ... 4.4505293e-07 4.0414849e-07
 5.2470256e-07]",0.7786,26.0671,46.8328,2025-05-05 16:08:29
data/ct_data/chest_50.pickle,93,"[3.1657768e-07 4.8813990e-07 2.8794284e-07 ... 2.6515823e-07 3.4033161e-07
 2.9010559e-07]",0.7804,26.1771,47.6561,2025-05-05 16:08:59
data/ct_data/chest_50.pickle,94,"[1.7774660e-07 4.2040790e-07 2.9376397e-07 ... 1.5970632e-07 2.8076030e-07
 1.3467248e-07]",0.7812,26.1002,47.7342,2025-05-05 16:09:28
data/ct_data/chest_50.pickle,95,"[2.5029686e-07 3.4035810e-07 1.6505982e-07 ... 2.6924340e-07 3.8383752e-07
 4.0775683e-07]",0.7834,26.2812,47.3353,2025-05-05 16:09:57
data/ct_data/chest_50.pickle,96,"[1.7697214e-07 2.1936565e-07 3.4772037e-07 ... 3.3972614e-07 4.1017859e-07
 9.9997543e-08]",0.784,26.1764,48.1382,2025-05-05 16:10:26
data/ct_data/chest_50.pickle,97,"[1.7501010e-07 3.1027179e-07 2.3562066e-07 ... 2.0816704e-07 2.9835599e-07
 3.2011968e-07]",0.7849,26.3037,47.783,2025-05-05 16:10:56
data/ct_data/chest_50.pickle,98,"[2.6976971e-07 3.0564814e-07 3.4907345e-07 ... 4.6621216e-07 4.2604736e-07
 2.1205902e-07]",0.7864,26.3521,46.3455,2025-05-05 16:11:25
data/ct_data/chest_50.pickle,99,"[2.6615930e-07 6.5903345e-07 1.3013488e-07 ... 2.0607034e-07 3.8989469e-07
 4.1648974e-07]",0.787,26.3522,48.072,2025-05-05 16:11:55
data/ct_data/chest_50.pickle,100,"[5.0307494e-07 2.6155752e-07 3.4956119e-07 ... 3.6280980e-07 2.4484359e-07
 1.7429258e-07]",0.7884,26.4013,45.899,2025-05-05 16:12:24
data/ct_data/chest_50.pickle,101,"[4.2579828e-07 3.0867940e-07 3.0912554e-07 ... 9.5532698e-08 2.4049774e-07
 1.6939093e-07]",0.7891,26.4766,46.3056,2025-05-05 16:12:56
data/ct_data/chest_50.pickle,102,"[1.7862020e-07 3.2003737e-07 4.5636386e-07 ... 2.3497810e-07 2.7281212e-07
 2.3265973e-07]",0.7896,26.4898,44.9202,2025-05-05 16:13:25
data/ct_data/chest_50.pickle,103,"[3.4253048e-07 3.2240797e-07 3.5848404e-07 ... 3.9240498e-07 3.6615009e-07
 3.0734091e-07]",0.7897,26.4815,46.6107,2025-05-05 16:13:54
data/ct_data/chest_50.pickle,104,"[4.5893003e-07 2.9537634e-07 4.4631318e-07 ... 3.3463911e-07 2.2793702e-07
 2.8174136e-07]",0.7899,26.5016,44.3834,2025-05-05 16:14:24
data/ct_data/chest_50.pickle,105,"[3.9832759e-07 2.2802818e-07 2.7624537e-07 ... 2.8893083e-07 2.5078356e-07
 3.0193891e-07]",0.791,26.6438,44.073,2025-05-05 16:14:53
data/ct_data/chest_50.pickle,106,"[3.8119958e-07 1.9884492e-07 2.9706317e-07 ... 3.6176294e-07 3.3714593e-07
 2.8226722e-07]",0.79,26.5052,44.4236,2025-05-05 16:15:22
data/ct_data/chest_50.pickle,107,"[4.2098361e-07 2.8381262e-07 3.1172559e-07 ... 3.2530093e-07 2.9393357e-07
 3.5888596e-07]",0.791,26.5418,45.6556,2025-05-05 16:15:52
data/ct_data/chest_50.pickle,108,"[3.1190561e-07 2.1235076e-07 2.0439228e-07 ... 4.6771729e-07 3.2354694e-07
 4.2744173e-07]",0.7898,26.4521,45.4306,2025-05-05 16:16:21
data/ct_data/chest_50.pickle,109,"[2.2648742e-07 4.4250598e-07 3.0588473e-07 ... 3.2325602e-07 4.0764931e-07
 3.1151100e-07]",0.7917,26.5682,46.2556,2025-05-05 16:16:50
data/ct_data/chest_50.pickle,110,"[3.8187463e-07 2.6033086e-07 6.7242809e-07 ... 1.6671753e-07 7.1712157e-07
 2.8519887e-07]",0.7911,26.4697,45.5964,2025-05-05 16:17:20
data/ct_data/chest_50.pickle,111,"[2.5034174e-07 3.0196807e-07 3.8635318e-07 ... 3.1470555e-07 3.9333699e-07
 4.2491303e-07]",0.7921,26.6679,44.4958,2025-05-05 16:17:52
data/ct_data/chest_50.pickle,112,"[3.0295035e-07 3.4166615e-07 4.2761820e-07 ... 2.2487917e-07 3.0963267e-07
 1.6036439e-07]",0.7925,26.6013,43.9844,2025-05-05 16:18:21
data/ct_data/chest_50.pickle,113,"[2.8172789e-07 2.8560532e-07 1.9114572e-07 ... 2.7582706e-07 3.9894019e-07
 3.5478220e-07]",0.7932,26.617,45.762,2025-05-05 16:18:50
data/ct_data/chest_50.pickle,114,"[4.5935568e-07 2.6957551e-07 5.1640274e-07 ... 2.2549415e-07 2.5865972e-07
 4.3057665e-07]",0.793,26.6046,44.2293,2025-05-05 16:19:20
data/ct_data/chest_50.pickle,115,"[2.6872144e-07 6.5198140e-07 3.1411648e-07 ... 3.0194747e-07 4.2183538e-07
 3.1766712e-07]",0.793,26.5646,47.2392,2025-05-05 16:19:49
data/ct_data/chest_50.pickle,116,"[3.8305771e-07 3.2648023e-07 2.2477488e-07 ... 4.9931776e-07 4.3964829e-07
 3.9905441e-07]",0.7947,26.6274,45.1615,2025-05-05 16:20:18
data/ct_data/chest_50.pickle,117,"[3.5180946e-07 4.1061858e-07 3.2905442e-07 ... 3.5940528e-07 3.7108526e-07
 1.9454937e-07]",0.7954,26.7898,44.2642,2025-05-05 16:20:48
data/ct_data/chest_50.pickle,118,"[3.5549508e-07 3.6718367e-07 3.4956480e-07 ... 4.3872806e-06 2.5283927e-07
 3.4153589e-07]",0.7963,26.7808,42.9459,2025-05-05 16:21:17
data/ct_data/chest_50.pickle,119,"[2.9864648e-07 4.3558964e-07 5.3760527e-07 ... 3.2986904e-07 4.8474089e-07
 3.1434726e-07]",0.7958,26.7589,44.2317,2025-05-05 16:21:46
data/ct_data/chest_50.pickle,120,"[3.2409767e-07 2.6350600e-07 1.9942757e-07 ... 1.6747798e-07 2.2606417e-07
 4.5182634e-07]",0.7962,26.66,44.7469,2025-05-05 16:22:16
data/ct_data/chest_50.pickle,121,"[2.1460764e-07 1.9299037e-07 6.1674729e-07 ... 2.8404830e-07 1.8532918e-07
 3.2601042e-07]",0.7967,26.8338,43.9769,2025-05-05 16:22:47
data/ct_data/chest_50.pickle,122,"[1.7368414e-07 2.2954529e-07 2.6144349e-07 ... 3.7270974e-07 2.7128164e-07
 2.3858198e-07]",0.798,26.7695,43.4741,2025-05-05 16:23:17
data/ct_data/chest_50.pickle,123,"[5.4135796e-07 4.0697054e-07 3.8820184e-07 ... 5.1481157e-07 3.1132214e-07
 4.3985128e-07]",0.7968,26.7403,46.2548,2025-05-05 16:23:46
data/ct_data/chest_50.pickle,124,"[2.5283481e-07 3.6330087e-07 3.0071683e-07 ... 2.0598505e-07 3.8172095e-07
 6.0986122e-07]",0.7994,26.8886,42.522,2025-05-05 16:24:15
data/ct_data/chest_50.pickle,125,"[3.9698406e-07 3.3595958e-07 1.4863065e-07 ... 2.5692663e-07 1.3170718e-07
 1.4381311e-07]",0.8002,26.93,43.9336,2025-05-05 16:24:44
