dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/chest_50.pickle,83,"[3.1537783e-07 2.6851319e-07 2.6504048e-07 ... 3.9206196e-07 2.0206167e-07
 5.2756212e-07]",0.809,27.646,33.555,2025-05-04 01:52:54
data/ct_data/chest_50.pickle,84,"[3.4215407e-07 2.2226409e-07 4.3022547e-07 ... 4.0061275e-07 2.2505051e-07
 2.5644579e-07]",0.806,27.534,34.959,2025-05-04 01:54:41
data/ct_data/chest_50.pickle,85,"[3.7386872e-07 3.6504957e-07 2.9709557e-07 ... 4.9943685e-07 1.3840197e-07
 2.5231370e-07]",0.81,27.648,32.973,2025-05-04 01:56:27
data/ct_data/chest_50.pickle,86,"[3.1457353e-07 4.3176573e-07 3.3400664e-07 ... 3.6675934e-07 2.3385894e-07
 4.7412860e-07]",0.809,27.665,34.142,2025-05-04 01:58:15
data/ct_data/chest_50.pickle,87,"[4.3348948e-07 2.0883826e-07 2.7068353e-07 ... 1.6410972e-07 4.0738101e-07
 2.5841183e-07]",0.811,27.653,34.3,2025-05-04 02:00:02
data/ct_data/chest_50.pickle,88,"[3.1174554e-07 2.6954132e-07 1.6017789e-07 ... 2.8438654e-07 2.8555041e-07
 3.0449633e-07]",0.811,27.619,34.322,2025-05-04 02:01:48
data/ct_data/chest_50.pickle,89,"[4.0907068e-07 2.8304879e-07 3.0738877e-07 ... 2.3123606e-07 1.2753929e-07
 4.8364780e-07]",0.812,27.701,34.624,2025-05-04 02:03:36
data/ct_data/chest_50.pickle,90,"[4.7005008e-07 4.5212408e-07 3.7796218e-07 ... 1.8208428e-07 4.4373567e-07
 2.9226646e-07]",0.81,27.612,34.887,2025-05-04 02:05:23
data/ct_data/chest_50.pickle,91,"[4.4566892e-07 3.1969566e-07 2.6824205e-07 ... 2.2030711e-07 1.8808501e-07
 3.1143423e-07]",0.813,27.678,34.181,2025-05-04 02:07:15
data/ct_data/chest_50.pickle,92,"[3.0457633e-07 4.1814644e-07 2.9837150e-07 ... 2.8347279e-07 5.2309281e-07
 4.0071359e-07]",0.812,27.74,34.153,2025-05-04 02:09:02
data/ct_data/chest_50.pickle,93,"[4.2766379e-07 5.2927072e-07 1.5068139e-07 ... 2.4815625e-07 3.6861059e-07
 3.4838601e-07]",0.816,27.807,33.086,2025-05-04 02:10:49
data/ct_data/chest_50.pickle,94,"[3.3208164e-07 2.3412113e-07 3.2695897e-07 ... 3.5840077e-07 3.4879801e-07
 3.0985640e-07]",0.814,27.794,33.76,2025-05-04 02:12:36
data/ct_data/chest_50.pickle,95,"[2.5376070e-07 2.5355780e-07 3.4504029e-07 ... 1.6739898e-07 1.9190756e-07
 3.3909930e-07]",0.816,27.835,33.131,2025-05-04 02:14:23
data/ct_data/chest_50.pickle,96,"[4.1627368e-07 1.5404848e-07 2.6824210e-07 ... 1.8035293e-07 2.2757638e-07
 2.3844552e-07]",0.816,27.819,33.019,2025-05-04 02:16:10
data/ct_data/chest_50.pickle,97,"[4.5144515e-07 3.5057764e-07 2.4508157e-07 ... 1.9026147e-07 2.7139168e-07
 4.0755418e-07]",0.817,27.89,31.915,2025-05-04 02:17:58
