dataset,epoch,loss,ssim,psnr,mse,timestamp
data/ct_data/abdomen_50.pickle,0,"[3.2309521e-04 2.2342148e-04 2.5701919e-04 ... 8.3324834e-05 1.5002320e-04
 1.1498491e-04]",0.4362,14.5072,78.2775,2025-05-05 10:44:01
data/ct_data/abdomen_50.pickle,1,"[3.76888820e-05 1.06140884e-04 4.50110638e-05 ... 3.73868170e-05
 4.12694972e-05 5.28850687e-05]",0.4592,15.4662,80.4585,2025-05-05 10:44:30
data/ct_data/abdomen_50.pickle,2,"[3.5952024e-05 2.0937205e-05 2.8225435e-05 ... 2.3576920e-05 3.4311121e-05
 1.8318511e-05]",0.4537,14.2723,82.2411,2025-05-05 10:45:00
data/ct_data/abdomen_50.pickle,3,"[2.3205264e-05 1.2692405e-05 2.0031595e-05 ... 1.0664118e-05 2.4758983e-05
 1.5893980e-05]",0.4647,15.5026,81.0398,2025-05-05 10:45:29
data/ct_data/abdomen_50.pickle,4,"[2.00093382e-05 6.21096933e-06 1.01936757e-05 ... 3.37228380e-06
 1.29842883e-05 1.28801485e-05]",0.4752,15.5009,81.3165,2025-05-05 10:45:58
data/ct_data/abdomen_50.pickle,5,"[1.14038085e-05 9.07861340e-06 3.55948237e-06 ... 7.78919002e-06
 5.18918387e-06 8.41728979e-06]",0.4771,15.7226,80.7567,2025-05-05 10:46:27
data/ct_data/abdomen_50.pickle,6,"[1.2475466e-05 5.0820090e-06 5.4026546e-06 ... 6.4861470e-06 3.0529459e-06
 7.5536723e-06]",0.4843,16.0739,80.8013,2025-05-05 10:46:56
data/ct_data/abdomen_50.pickle,7,"[1.0307784e-05 4.1251060e-06 3.9409547e-06 ... 6.4887058e-06 5.2108990e-06
 6.6027856e-06]",0.4867,15.9238,80.9853,2025-05-05 10:47:25
data/ct_data/abdomen_50.pickle,8,"[6.0750544e-06 3.5912174e-06 8.0878881e-06 ... 7.6916513e-06 4.5768670e-06
 5.6190970e-06]",0.501,16.5246,79.8902,2025-05-05 10:47:55
data/ct_data/abdomen_50.pickle,9,"[1.0366242e-05 2.3043522e-06 8.6339105e-06 ... 5.6769782e-06 5.8122037e-06
 1.2472185e-05]",0.4953,16.5236,79.7514,2025-05-05 10:48:24
data/ct_data/abdomen_50.pickle,10,"[1.5944423e-05 3.4246709e-06 4.2614779e-06 ... 2.1785980e-05 3.2110734e-06
 4.5044003e-06]",0.5086,16.1783,81.1693,2025-05-05 10:48:53
data/ct_data/abdomen_50.pickle,11,"[1.1451804e-05 2.7152357e-06 3.6431591e-06 ... 2.2544709e-06 3.0287886e-06
 8.0894361e-06]",0.5196,16.5986,82.3251,2025-05-05 10:49:47
data/ct_data/abdomen_50.pickle,12,"[5.8571122e-06 2.7826609e-06 1.6599197e-06 ... 1.1975250e-06 2.7600579e-06
 3.4132963e-06]",0.519,16.5385,81.9982,2025-05-05 10:50:16
data/ct_data/abdomen_50.pickle,13,"[6.2675749e-06 2.3679468e-06 2.4742083e-06 ... 2.4154692e-06 1.6186955e-06
 2.9710936e-06]",0.526,16.797,82.694,2025-05-05 10:50:45
data/ct_data/abdomen_50.pickle,14,"[1.7491251e-05 2.4598712e-06 2.2394813e-06 ... 4.2754850e-06 1.8754732e-06
 4.6281971e-06]",0.5311,16.9589,80.9279,2025-05-05 10:51:14
data/ct_data/abdomen_50.pickle,15,"[7.1807672e-06 1.6856601e-06 3.1869959e-06 ... 1.6982947e-06 1.9402153e-06
 2.9635260e-06]",0.5414,17.1596,82.346,2025-05-05 10:51:43
data/ct_data/abdomen_50.pickle,16,"[6.7748588e-06 1.9276399e-06 3.0451206e-06 ... 2.2029956e-06 2.9364414e-06
 6.0409129e-06]",0.5571,17.9345,80.3597,2025-05-05 10:52:12
